time,w1,w2,w3
1,104.6,96.4,113.4
2,115.6,118.1,113.4
3,99.8,107.0,113.5
4,99.4,96.6,97.4
5,99.1,96.6,97.3
6,98.7,96.8,97.2
7,98.2,96.8,97.0
8,97.8,96.6,97.0
9,97.6,96.5,97.2
10,97.4,96.5,97.2
11,97.1,96.5,97.0
12,97.0,96.6,96.9
13,96.8,96.6,96.8
14,96.6,96.5,96.7
15,96.5,96.4,96.7
16,96.6,96.4,96.8
17,96.4,96.3,96.8
18,96.6,96.3,96.7
19,97.1,96.3,96.6
20,97.5,96.3,96.5
21,98.0,96.2,96.5
22,98.4,96.3,96.7
23,98.5,96.1,96.7
24,99.2,96.2,96.5
25,99.6,96.4,96.5
26,110.1,96.3,96.5
27,110.6,96.3,96.4
28,116.3,96.2,96.5
29,115.7,96.2,96.5
30,115.1,96.3,96.4
31,99.6,96.3,96.4
32,99.4,96.2,96.4
33,99.6,96.3,96.3
34,107.6,96.4,96.5
35,102.3,96.4,96.5
36,101.9,96.6,96.4
37,101.6,96.4,96.4
38,101.5,96.5,96.3
39,101.2,96.5,96.4
40,100.9,96.5,96.6
41,100.8,96.6,96.5
42,100.7,96.6,96.4
43,100.5,96.5,96.4
44,100.5,96.5,96.4
45,100.4,96.3,96.4
46,100.3,96.2,96.7
47,100.4,96.3,96.6
48,100.3,96.4,96.5
49,100.4,96.3,96.5
50,114.0,96.3,96.5
51,114.1,96.3,96.4
52,114.2,96.2,96.6
53,114.4,96.3,96.5
54,114.7,96.4,96.6
55,100.7,96.3,96.6
56,100.9,96.3,96.5
57,101.0,96.2,96.5
58,100.8,96.1,96.6
59,100.7,96.2,96.6
60,100.6,96.3,96.5
61,100.6,96.2,96.6
62,101.1,96.2,96.4
63,115.6,96.2,96.5
64,115.6,96.1,96.7
65,115.5,96.2,96.5
66,115.4,96.3,96.5
67,101.1,96.2,96.5
68,100.9,96.3,96.5
69,100.4,96.2,96.5
70,100.1,96.4,96.7
71,99.6,96.5,96.6
72,100.0,96.4,96.5
73,99.6,96.3,96.7
74,99.1,96.3,96.9
75,98.6,96.2,96.9
76,98.2,96.2,97.1
77,97.9,96.3,97.2
78,97.5,96.2,97.5
79,97.3,96.3,97.6
80,97.2,96.2,97.4
81,96.9,96.2,97.3
82,96.9,96.2,97.3
83,96.9,96.2,97.2
84,96.6,96.3,97.1
85,96.5,96.5,96.9
86,96.4,96.4,96.9
87,96.3,96.3,96.9
88,96.2,96.2,96.8
89,96.3,96.4,96.8
90,96.1,96.3,97.0
91,96.1,96.5,96.8
92,96.1,96.5,96.7
93,95.9,96.3,96.7
94,96.1,96.3,96.7
95,96.0,96.3,96.7
96,96.0,96.3,96.7
97,96.0,96.3,96.6
98,95.9,96.3,96.5
99,95.9,96.2,96.5
100,96.0,96.0,96.7
101,95.9,96.1,96.6
102,96.0,96.2,96.6
103,96.0,96.2,96.5
