time,w1,w2,w3
1,93.3,94.0,99.6
2,100.5,100.0,100.0
3,100.7,100.2,100.0
4,100.5,100.0,94.9
5,94.5,94.1,94.8
6,94.2,94.0,94.7
7,94.0,94.1,94.7
8,93.9,94.0,94.6
9,94.1,93.9,94.6
10,94.1,93.9,94.4
11,94.1,93.8,94.4
12,94.1,93.8,94.5
13,94.1,94.0,94.4
14,94.2,93.9,94.4
15,94.3,93.8,94.3
16,94.2,93.8,94.2
17,94.2,93.7,94.3
18,94.1,93.7,94.4
19,94.1,93.9,94.3
20,94.3,93.8,94.3
21,94.1,93.7,94.2
22,94.1,93.7,94.2
23,94.1,93.6,94.1
24,94.0,93.5,94.1
25,94.0,93.7,94.2
26,94.2,93.6,94.2
27,94.2,93.7,94.2
28,94.2,93.7,94.2
29,94.1,93.6,94.1
30,94.1,93.6,94.3
31,94.0,93.7,94.3
32,94.2,93.7,94.3
33,94.1,93.7,94.3
34,94.1,93.6,94.3
35,94.2,93.6,94.3
36,94.2,93.7,94.4
37,94.1,93.9,94.4
38,94.2,94.0,94.4
39,94.3,94.0,94.4
40,94.2,93.9,94.4
41,94.2,94.0,94.2
42,94.3,94.0,94.4
43,94.3,94.1,94.4
44,94.2,94.0,94.4
45,94.2,93.9,94.4
46,94.2,93.9,94.3
47,94.1,93.8,94.2
48,94.0,93.7,94.4
49,94.1,93.8,94.4
50,94.2,93.8,94.5
51,94.1,93.7,94.4
52,94.1,93.7,94.4
53,94.2,93.7,94.3
54,94.2,93.8,94.4
55,94.3,93.9,94.4
56,94.2,93.9,94.3
57,94.2,93.8,94.3
58,94.1,93.7,94.2
59,94.0,93.7,94.1
60,94.0,93.6,94.3
61,94.1,93.8,94.2
62,94.1,93.8,94.1
63,94.1,93.6,94.2
64,94.1,93.6,94.1
65,94.0,93.6,94.1
66,94.0,93.6,94.2
67,94.2,93.8,94.2
68,94.2,93.7,94.2
69,94.1,93.6,94.1
70,94.0,93.6,94.1
71,93.9,93.6,94.1
72,93.8,93.5,94.3
73,93.9,93.7,94.3
74,93.8,93.7,94.2
75,93.8,93.6,94.2
76,93.9,93.7,94.1
77,93.7,93.6,94.1
78,93.7,93.6,94.3
79,93.6,93.9,94.2
80,93.6,93.8,94.2
81,93.8,93.7,94.2
82,93.6,93.7,94.1
83,93.6,93.7,94.0
84,93.6,93.6,94.1
85,93.7,93.9,94.2
86,93.8,93.8,94.2
87,93.7,93.7,94.1
88,93.6,93.7,94.1
89,93.5,93.6,94.2
90,93.7,93.8,94.3
91,93.7,93.8,94.3
92,93.6,93.7,94.2
93,93.5,93.7,94.2
94,93.5,93.7,94.2
95,93.5,93.5,94.2
96,93.6,93.8,94.3
97,93.6,93.7,94.3
98,93.5,93.6,94.4
99,93.4,93.6,94.3
100,93.5,93.6,94.3
101,93.6,93.5,94.3
102,93.7,93.8,94.2
103,93.7,93.7,94.2
104,93.6,93.6,94.1
105,93.6,93.6,94.1
106,93.7,93.5,94.0
107,93.6,93.5,94.1
108,93.8,93.7,94.2
109,93.7,93.6,94.3
110,93.7,93.6,94.2
111,93.7,93.6,94.2
112,93.6,93.6,94.2
113,93.5,93.6,94.1
114,93.6,93.8,94.3
115,93.7,93.7,94.3
116,93.7,93.6,94.2
117,93.6,93.7,94.2
118,93.6,93.7,94.2
119,93.5,93.6,94.1
120,93.6,93.8,94.2
121,93.8,93.7,94.2
122,93.6,93.7,94.2
123,93.7,93.7,94.2
124,93.6,93.6,94.1
125,93.6,93.6,94.1
126,93.7,93.8,94.3
127,93.6,93.8,94.3
128,93.6,93.8,94.3
129,93.5,93.7,94.3
130,93.5,93.8,94.4
131,93.5,93.8,94.2
132,93.7,93.8,94.4
133,93.7,93.8,94.4
134,93.6,93.7,94.3
135,93.6,93.6,94.2
136,93.5,93.6,94.2
137,93.4,93.6,94.2
138,93.6,93.8,94.3
139,93.5,93.7,94.4
140,93.5,93.7,94.6
141,93.5,93.6,94.6
142,93.4,93.6,94.5
143,93.4,93.6,94.4
144,93.6,93.8,94.6
145,93.5,93.7,94.5
146,93.4,93.8,94.5
147,93.4,93.8,94.5
148,93.3,93.7,94.5
149,93.3,93.7,94.4
150,93.5,93.9,94.5
151,93.4,93.8,94.6
152,93.4,93.7,94.5
153,93.3,93.7,94.5
154,93.2,93.6,94.4
155,93.2,93.5,94.4
156,93.4,93.7,94.6
157,93.3,93.7,94.5
158,93.3,93.6,94.4
159,93.7,93.7,94.4
160,94.2,93.7,94.4
161,94.3,93.6,94.4
162,94.2,93.8,94.4
163,94.1,93.7,94.4
164,94.0,93.7,94.3
165,93.9,93.7,94.3
166,93.9,93.6,94.3
167,93.9,93.5,94.3
168,94.0,93.7,94.4
169,93.9,93.8,94.4
170,93.8,93.7,94.4
171,93.6,93.7,94.4
172,93.6,93.7,94.3
173,93.5,93.6,94.3
174,93.6,93.8,94.4
175,93.6,93.7,94.5
176,93.6,93.8,94.5
177,93.6,93.8,94.4
178,93.5,93.7,94.6
179,93.5,93.7,94.6
180,93.6,93.8,94.7
181,93.5,93.7,94.7
182,93.5,93.7,94.6
183,93.4,93.7,94.5
184,93.4,93.6,94.5
185,93.3,93.7,94.4
186,93.5,93.9,94.5
187,93.4,93.8,94.5
188,93.3,93.8,94.4
189,93.3,93.7,94.4
190,93.3,93.6,94.3
191,93.2,93.6,94.3
192,93.4,93.8,94.4
193,93.4,93.7,94.4
194,93.3,93.6,94.4
195,93.2,93.6,94.3
196,93.3,93.5,94.3
197,93.3,93.5,94.3
198,93.4,93.7,94.4
199,93.5,93.6,94.4
200,93.5,93.6,94.4
201,93.5,93.6,94.3
202,93.4,93.5,94.3
203,93.3,93.5,94.3
204,93.5,93.7,94.5
205,93.5,93.7,94.4
206,93.4,93.6,94.3
207,93.4,93.5,94.3
208,93.3,93.5,94.2
209,93.2,93.4,94.1
210,93.4,93.6,94.2
211,93.4,93.7,94.2
212,93.3,93.8,94.2
213,93.3,93.7,94.3
214,93.2,93.7,94.2
215,93.2,93.9,94.1
216,93.4,94.0,94.3
217,93.3,93.9,94.2
218,93.2,94.0,94.2
219,93.2,93.9,94.1
220,93.2,93.9,94.1
221,93.3,93.9,94.0
222,93.5,93.8,94.1
223,93.4,93.7,94.1
224,93.3,93.7,94.1
225,93.3,93.6,94.1
226,93.3,93.6,94.0
227,93.5,93.7,93.9
228,93.4,93.8,94.1
229,93.3,93.7,94.2
230,93.3,93.6,94.1
231,93.4,93.6,94.0
232,93.5,93.6,93.9
233,93.5,93.6,93.9
234,93.6,93.8,94.1
235,93.5,93.7,94.1
236,93.4,93.5,94.1
237,93.4,93.5,94.0
238,93.4,93.5,94.2
239,93.6,93.5,94.2
240,93.5,93.6,94.3
241,93.4,93.7,94.3
242,93.4,93.7,94.2
243,93.3,93.7,94.2
244,93.4,93.8,94.3
245,93.6,93.8,94.3
246,93.4,94.1,94.2
247,93.4,94.2,94.3
248,93.4,94.1,94.3
249,93.3,94.0,94.2
250,93.2,94.0,94.1
251,93.4,94.0,94.0
252,93.4,94.2,94.1
253,93.3,94.1,94.2
254,93.3,94.1,94.2
255,93.2,94.0,94.1
256,93.2,94.0,94.1
257,93.4,94.1,94.1
258,93.3,94.2,94.1
259,93.3,94.3,94.2
260,93.3,94.3,94.1
261,93.2,94.4,94.1
262,93.2,94.7,94.0
263,93.3,94.7,94.1
264,93.3,94.7,94.2
265,93.3,94.7,94.2
266,93.4,94.7,94.0
267,93.5,94.6,94.1
268,93.4,94.5,94.2
269,93.4,94.5,94.3
270,93.6,94.5,94.3
271,93.5,94.4,94.3
272,93.4,94.4,94.2
273,93.4,94.3,94.3
274,93.3,94.2,94.2
275,93.3,94.2,94.3
276,93.4,94.2,94.3
277,93.4,94.1,94.3
278,93.3,94.1,94.2
279,93.2,93.9,94.2
280,93.2,94.0,94.2
281,93.4,94.0,94.2
282,93.4,94.1,94.3
283,93.4,94.1,94.4
284,93.3,94.0,94.3
285,93.3,94.0,94.2
286,93.3,94.0,94.1
287,93.4,94.1,94.1
288,93.4,94.1,94.3
289,93.3,94.1,94.2
290,93.3,94.1,94.2
291,93.3,94.1,94.2
292,93.2,94.2,94.1
293,93.4,94.3,94.3
294,93.3,94.4,94.3
295,93.3,94.3,94.3
296,93.5,94.3,94.4
297,93.4,94.2,94.3
298,93.3,94.2,94.2
299,93.5,94.2,94.4
300,93.5,94.2,94.4
301,93.4,94.2,94.3
302,93.3,94.1,94.2
303,93.4,93.9,94.2
304,99.0,93.8,94.1
305,107.0,93.8,94.3
306,106.8,93.9,94.2
307,106.6,93.9,94.2
308,106.4,93.7,94.4
309,106.3,93.7,94.3
310,106.2,93.6,94.2
311,106.5,93.6,94.3
312,106.4,93.8,94.3
313,106.1,93.7,94.3
314,94.9,93.6,94.4
315,94.8,93.6,94.3
316,94.7,93.6,94.3
317,94.7,93.6,94.4
318,94.7,93.7,94.4
319,94.6,93.6,94.3
320,94.5,93.6,94.3
321,94.3,93.5,94.4
322,94.3,93.5,94.3
323,94.4,93.5,94.5
324,94.3,93.6,94.4
325,94.3,93.6,94.3
326,94.2,93.5,94.3
327,94.1,93.5,94.2
328,94.1,93.4,94.2
329,94.3,93.5,94.3
330,94.2,93.6,94.3
331,94.2,93.5,94.3
332,94.3,93.5,94.2
333,94.2,93.5,94.2
334,94.1,93.4,94.1
335,94.2,93.5,94.2
336,94.2,93.6,94.2
337,94.1,93.5,94.2
338,94.0,93.5,94.1
339,94.1,93.4,94.1
340,94.0,93.5,94.0
341,94.3,93.5,94.2
342,94.3,93.6,94.2
343,94.2,93.5,94.3
344,94.1,93.5,94.2
345,94.1,93.5,94.2
346,94.1,93.4,94.2
347,94.3,93.5,94.1
348,94.3,93.6,94.1
349,94.2,93.5,94.1
350,94.1,93.5,94.0
351,94.1,93.6,94.0
352,94.1,93.7,94.0
353,94.2,93.7,94.1
354,94.2,93.8,94.2
355,94.2,93.7,94.2
