time,w1,w2,w3
1,96.0,96.4,98.0
2,96.0,96.4,97.8
3,95.9,96.2,97.4
4,95.8,96.2,97.2
5,95.7,96.1,97.0
6,95.6,96.0,96.7
7,95.5,95.9,96.4
8,95.3,95.9,96.2
9,95.3,95.7,96.0
10,95.3,95.6,95.8
11,95.2,95.6,95.8
12,95.2,95.6,95.6
13,95.2,95.6,95.5
14,95.2,95.5,95.4
15,95.2,95.5,95.2
16,95.1,95.4,95.2
17,95.0,95.3,95.4
18,94.9,95.4,95.4
19,94.9,95.3,95.4
20,95.0,95.3,95.3
21,95.0,95.3,95.2
22,94.9,95.3,95.3
23,94.9,95.3,95.4
24,95.0,95.4,95.4
25,95.0,95.3,95.4
26,95.0,95.3,95.3
27,95.0,95.3,95.3
28,94.9,95.5,95.3
29,94.9,95.5,95.4
30,95.0,95.4,95.4
31,94.9,95.3,95.3
32,94.9,95.2,95.3
33,95.0,95.3,95.3
34,95.0,95.4,95.3
35,95.0,95.3,95.5
36,94.9,95.3,95.4
37,94.8,95.3,95.3
38,94.9,95.3,95.3
39,94.9,95.3,95.4
40,94.9,95.4,95.4
41,94.9,95.4,95.5
42,94.8,95.4,95.4
43,94.7,95.4,95.4
44,94.8,95.4,95.3
45,94.9,95.4,95.3
46,94.9,95.4,95.2
47,94.8,95.4,95.3
48,94.8,95.4,95.3
49,94.8,95.4,95.3
50,94.8,95.5,95.3
51,94.8,95.4,95.3
52,94.7,95.4,95.3
53,94.7,95.4,95.5
54,94.7,95.3,95.5
55,95.0,95.3,95.4
56,95.0,95.4,95.3
57,95.1,95.8,95.2
58,95.0,96.1,95.1
59,114.4,96.6,95.1
60,114.4,117.3,111.9
61,114.6,117.0,112.2
62,114.6,116.9,112.4
63,114.6,116.9,112.7
64,114.5,116.5,112.9
65,114.0,116.3,113.2
66,94.9,105.2,112.9
67,95.0,95.9,94.7
68,94.9,95.8,94.8
69,94.8,95.9,94.8
70,94.8,95.8,94.8
71,94.8,95.8,95.0
72,94.8,95.7,94.8
73,95.0,95.6,94.9
74,95.0,95.6,95.0
75,95.0,95.7,95.0
76,95.0,95.7,94.9
77,94.9,95.6,95.0
78,94.9,95.6,95.0
79,95.0,95.5,94.9
80,95.0,95.4,94.9
81,94.9,95.5,94.8
82,94.9,95.5,94.9
83,94.9,95.3,95.1
84,95.3,95.3,95.0
85,95.7,95.3,95.0
86,96.1,95.3,95.0
87,96.4,95.3,94.9
88,96.4,95.4,94.9
89,96.3,95.7,95.2
90,96.1,96.1,95.4
91,96.0,96.4,95.3
92,95.9,96.3,95.2
93,95.8,96.3,95.1
94,95.5,96.1,95.1
95,95.4,96.1,95.2
96,95.3,96.1,95.2
97,95.3,96.0,95.0
98,95.3,95.8,94.9
99,95.2,95.8,94.9
100,95.2,95.9,94.9
101,95.2,95.8,95.0
102,95.1,95.7,94.9
103,95.2,95.7,95.0
104,95.2,95.6,95.1
105,95.1,95.6,95.0
106,95.1,95.5,95.0
107,95.0,95.5,95.1
108,94.9,95.6,95.0
109,95.0,95.5,95.1
110,95.1,95.4,95.0
111,95.0,95.5,95.0
112,95.0,95.5,94.9
113,94.9,95.5,95.0
114,94.9,95.3,94.9
115,94.9,95.3,94.9
116,95.0,95.3,94.8
117,94.9,95.5,94.8
118,94.8,95.6,94.8
119,94.8,95.5,95.0
120,94.7,95.5,94.9
121,94.6,95.4,94.8
122,94.7,95.5,94.8
123,94.8,95.6,94.8
124,94.8,95.5,94.7
125,94.8,95.5,94.8
126,94.8,95.5,94.8
127,94.9,95.5,94.7
128,95.0,95.5,94.7
129,95.0,95.6,94.9
130,95.0,95.6,94.8
131,95.0,95.5,95.0
132,94.9,95.5,94.9
133,95.1,95.5,94.9
134,95.1,95.5,94.9
135,95.1,95.4,94.8
136,95.1,95.4,94.9
137,95.0,95.4,95.0
138,94.9,95.3,95.0
139,94.9,95.3,95.0
140,94.8,95.4,94.9
141,95.1,95.4,94.8
142,95.1,95.4,94.9
143,95.0,95.4,95.0
144,95.0,95.4,95.1
145,95.0,95.5,95.1
146,94.9,95.6,95.1
147,94.9,95.6,95.0
148,94.9,95.7,95.0
149,94.8,96.3,95.1
150,95.1,96.9,94.9
151,95.5,96.9,94.8
152,114.6,96.8,94.8
153,121.6,96.5,94.7
154,121.6,96.5,94.7
155,121.3,96.4,94.9
156,98.8,96.3,94.9
157,98.9,96.2,94.9
158,98.9,96.2,94.8
159,98.4,96.1,94.8
160,98.1,96.0,94.8
161,97.7,95.9,94.9
162,97.3,95.7,94.9
163,97.1,95.7,94.8
164,96.9,95.7,94.8
165,96.6,95.7,94.8
166,96.4,95.6,94.8
167,96.2,95.5,95.0
168,96.1,95.6,94.9
169,96.1,95.6,94.9
170,96.1,95.6,94.8
171,95.8,95.5,94.8
172,95.7,95.4,94.8
173,95.7,95.5,94.9
174,95.7,95.5,95.0
175,95.7,95.5,95.1
176,95.7,95.6,95.0
177,95.6,95.6,95.0
178,95.5,95.9,94.9
179,95.5,95.9,95.0
180,95.4,95.8,95.0
181,95.5,95.8,94.9
182,95.5,95.8,94.8
183,95.4,95.8,94.8
184,95.3,95.8,94.7
185,95.3,95.8,94.8
186,95.3,95.8,94.8
187,95.3,95.8,94.8
188,95.4,95.7,94.7
189,95.3,95.8,94.7
190,95.2,95.8,94.9
191,95.2,95.8,94.8
192,95.2,95.9,94.7
193,95.3,95.8,94.7
194,95.4,95.9,94.7
195,95.3,95.9,94.7
196,95.4,95.9,94.9
197,95.2,95.9,94.8
198,95.2,95.9,94.8
199,95.3,95.8,94.8
200,95.2,95.9,94.8
201,95.2,95.8,94.7
202,95.2,95.8,94.9
203,95.3,95.7,94.9
204,95.2,95.7,94.9
205,95.3,95.8,94.9
206,95.2,95.8,94.8
207,95.3,95.8,95.0
208,95.2,95.9,95.1
209,95.2,95.8,95.1
210,95.1,95.9,95.0
211,95.1,96.0,94.9
212,95.1,95.9,94.9
213,95.0,95.8,95.0
214,94.9,95.7,95.2
215,95.0,95.6,95.2
216,94.9,95.8,95.1
217,95.0,95.9,95.1
218,95.1,95.8,95.0
219,95.0,95.7,95.0
220,95.0,95.7,95.1
221,94.9,95.7,95.1
222,94.9,95.8,95.0
223,94.9,95.8,95.1
224,95.0,95.7,95.1
225,94.9,95.7,95.0
226,94.9,95.7,95.2
227,94.8,95.8,95.0
228,94.7,95.8,94.9
229,94.7,95.8,94.8
230,94.8,95.9,94.8
231,94.8,95.8,94.9
232,94.7,95.8,95.0
233,94.7,96.0,95.0
234,94.7,95.9,94.9
235,94.8,95.7,94.8
236,94.9,95.7,94.8
237,94.8,95.6,94.8
238,94.8,95.5,94.9
239,94.7,95.4,94.8
240,94.7,95.4,94.8
241,94.8,95.2,94.8
242,94.8,95.3,94.7
243,94.8,95.3,94.8
244,94.7,95.3,95.0
245,94.7,95.3,94.9
246,94.7,95.3,94.9
247,94.8,95.3,94.8
248,94.8,95.3,94.8
249,94.7,95.2,95.0
250,94.6,95.3,95.1
251,94.6,95.4,95.0
252,94.6,95.5,94.9
253,94.8,95.4,94.8
254,94.8,95.4,94.8
255,94.8,95.3,94.7
256,94.8,95.3,94.8
257,94.8,95.4,94.8
258,94.8,95.4,94.7
259,94.9,95.4,94.7
260,94.9,95.3,94.7
261,94.8,95.3,94.7
262,94.8,95.3,94.9
263,94.9,95.5,94.9
264,94.9,95.4,94.9
265,94.9,95.4,94.9
266,94.8,95.4,94.8
267,94.8,95.3,94.8
268,94.8,95.4,95.0
269,94.8,95.5,94.9
270,94.8,95.4,94.9
271,94.8,95.4,94.8
272,94.8,95.5,94.8
273,94.8,95.4,94.8
274,94.7,95.5,94.9
275,94.7,95.5,94.8
276,94.8,95.5,94.8
277,94.9,95.5,94.7
278,94.9,95.5,94.9
279,94.8,95.4,94.8
280,94.8,95.4,95.0
281,94.8,95.5,94.9
282,95.0,95.6,94.9
283,95.1,95.5,94.9
284,95.1,95.5,95.0
285,95.1,95.4,94.9
286,95.0,95.4,95.1
287,95.0,95.5,95.1
288,95.0,95.5,95.0
289,95.0,95.5,95.0
290,95.3,95.5,95.0
291,95.3,95.4,94.9
292,95.2,95.4,95.1
293,95.1,95.3,95.0
294,95.0,95.2,94.9
295,95.1,95.2,94.9
296,95.2,95.2,94.8
297,95.2,95.2,94.8
298,95.2,95.2,94.9
299,95.3,95.3,95.0
300,95.2,95.3,94.9
301,95.2,95.3,94.9
302,95.2,95.2,94.8
303,95.2,95.2,94.7
304,95.2,95.3,94.9
305,95.3,95.4,94.8
306,95.3,95.4,94.7
307,95.2,95.4,94.7
308,95.3,95.4,94.7
309,95.2,95.4,94.7
310,95.2,95.4,94.8
311,95.2,95.5,94.8
312,95.1,95.5,94.7
313,95.2,95.5,94.8
314,95.1,95.5,94.8
315,95.1,95.6,94.7
316,95.1,95.6,94.9
317,95.2,95.6,94.8
318,95.1,95.6,94.8
319,95.1,95.5,95.0
320,95.1,95.4,95.1
321,95.0,95.3,95.2
322,95.0,95.3,95.3
323,95.0,95.4,95.3
324,95.0,95.4,95.3
325,95.1,95.4,95.3
326,95.1,95.4,95.2
327,94.9,95.4,95.2
328,94.8,95.4,95.4
329,94.8,95.5,95.5
330,94.7,95.4,95.5
331,94.8,95.4,95.3
332,94.8,95.4,95.2
333,94.8,95.3,95.2
334,94.8,95.4,95.3
335,94.8,95.5,95.3
336,94.9,95.4,95.3
337,95.0,95.3,95.2
338,95.0,95.3,95.2
339,95.0,95.3,95.2
340,95.0,95.3,95.4
341,94.9,95.3,95.4
342,94.9,95.3,95.4
343,95.0,95.3,95.3
344,95.1,95.3,95.3
345,95.0,95.2,95.3
346,94.9,95.2,95.4
347,94.9,95.2,95.4
348,94.9,95.3,95.5
349,95.0,95.3,95.5
350,95.0,95.3,95.5
351,95.0,95.3,95.4
352,95.1,95.3,95.6
353,95.0,95.3,95.6
354,94.9,95.3,95.6
355,94.9,95.2,95.6
356,95.0,95.3,95.5
357,94.9,95.3,95.3
358,95.0,95.3,95.4
359,94.9,95.3,95.4
360,94.9,95.3,95.3
361,95.0,95.3,95.2
362,95.0,95.2,95.2
363,95.0,95.3,95.1
364,94.9,95.4,95.3
365,94.9,95.5,95.1
366,118.5,95.4,95.0
367,118.6,95.4,95.0
368,118.7,95.3,95.0
369,118.7,95.4,94.9
370,118.7,95.4,95.0
371,118.4,95.5,95.0
372,118.0,95.3,94.9
373,117.7,95.3,94.8
374,117.3,95.3,94.8
375,117.0,95.3,94.7
376,116.7,95.3,94.9
377,116.3,95.4,94.8
378,103.1,95.4,94.8
379,94.7,95.4,94.8
380,94.7,95.5,94.7
381,94.7,95.5,94.7
382,94.8,95.4,94.8
383,94.8,95.5,94.8
384,94.8,95.6,94.9
385,94.9,95.6,95.0
386,95.1,95.6,95.0
387,95.0,95.6,101.1
388,95.0,95.6,95.1
389,94.9,95.7,95.1
390,94.9,95.7,95.1
