time,w1,w2,w3
1,120.2,107.0,103.7
2,107.6,115.9,116.5
3,95.7,115.9,116.4
4,95.8,116.1,116.7
5,95.9,116.2,116.7
6,95.9,116.2,116.7
7,95.9,115.8,116.7
8,95.9,96.3,116.7
9,95.8,96.2,116.7
10,95.9,96.2,116.8
11,96.1,96.4,116.8
12,96.0,96.4,116.8
13,96.0,96.3,116.7
14,96.1,96.2,116.8
15,96.0,96.2,104.6
16,96.0,96.4,104.0
17,96.2,96.4,103.5
18,96.2,96.4,96.1
19,96.2,96.4,96.1
20,96.2,96.5,96.4
21,96.0,96.5,96.4
22,96.1,96.5,96.4
23,96.2,96.5,96.4
24,96.1,96.5,96.3
25,96.1,96.3,96.4
26,96.1,96.3,96.6
27,96.0,96.3,96.6
28,96.1,96.4,96.6
29,96.2,96.4,96.6
30,96.2,96.4,96.5
31,96.3,96.3,96.6
32,96.2,96.3,96.8
33,96.2,96.2,96.8
34,96.3,96.3,96.8
35,96.3,96.4,96.7
36,96.5,96.2,96.7
37,96.6,96.2,96.8
38,96.4,96.3,96.8
39,96.4,96.3,96.7
40,96.4,96.5,96.8
41,96.3,96.5,96.6
42,96.3,96.3,96.6
43,96.3,96.3,96.7
44,96.2,96.4,96.7
45,96.1,96.3,96.7
46,96.2,96.4,96.7
47,96.2,96.5,96.6
48,96.2,96.3,96.6
49,96.2,96.4,96.8
50,95.9,96.4,96.7
51,96.0,96.5,96.8
52,96.0,96.5,96.8
53,96.1,96.5,96.7
54,96.2,96.5,96.7
55,96.2,96.5,96.7
56,96.1,96.5,96.6
57,96.2,96.6,96.6
58,96.2,96.5,96.8
59,96.2,96.5,96.7
60,96.2,96.4,96.7
61,96.2,96.4,96.8
62,96.5,96.4,96.8
63,96.4,96.5,96.8
64,96.4,96.5,96.8
65,96.4,96.4,96.7
66,96.3,96.3,96.7
67,96.2,96.3,96.8
68,96.2,96.2,96.9
69,96.2,96.5,96.9
70,96.2,96.5,96.8
71,96.4,96.4,96.8
72,96.3,96.4,96.8
73,96.2,96.5,96.8
74,96.1,96.5,96.9
75,96.1,96.5,96.9
76,96.3,96.6,96.7
77,96.3,96.5,96.7
78,96.2,96.5,96.7
79,96.1,96.5,96.7
80,96.1,96.3,96.9
81,96.1,96.6,96.9
82,96.1,96.6,96.7
83,96.2,96.5,96.6
84,96.2,96.5,96.6
85,96.5,96.4,96.7
86,96.5,96.3,96.7
87,96.4,96.5,96.8
88,96.3,96.6,96.8
89,96.5,96.6,96.8
90,96.5,96.6,96.7
91,96.4,96.5,96.7
92,96.3,96.3,96.7
93,96.1,96.5,96.8
94,96.2,96.6,96.7
95,96.3,96.6,96.7
96,96.2,96.6,96.7
97,96.1,96.5,96.8
98,96.1,96.4,96.8
99,96.0,96.6,96.7
100,96.1,96.5,96.7
101,96.3,96.5,96.7
102,96.1,96.5,96.7
103,96.2,96.4,96.8
104,96.1,96.4,96.9
105,96.0,96.5,96.7
106,96.2,96.4,96.7
107,96.4,96.5,96.7
108,96.3,96.5,96.5
109,96.3,96.3,96.6
110,96.3,96.3,96.6
111,96.3,96.4,96.5
112,96.3,96.4,96.7
113,96.6,96.4,96.6
114,96.4,96.4,96.5
115,96.5,96.3,96.7
116,104.1,96.5,96.7
117,95.9,96.6,96.6
118,96.1,96.5,96.6
119,96.1,96.3,96.6
120,96.0,96.3,96.6
121,96.0,96.2,96.8
122,96.1,96.4,96.9
123,96.2,96.6,96.8
124,96.4,96.6,96.8
125,96.3,96.5,96.8
126,96.3,96.5,96.8
127,96.3,96.4,96.8
128,96.1,96.6,96.9
129,96.2,96.5,96.9
130,96.3,96.4,96.9
131,96.1,96.4,96.7
132,96.1,96.3,96.7
133,96.0,96.3,96.8
134,95.9,96.5,96.9
135,96.0,96.4,96.8
136,96.2,96.4,96.8
137,96.2,96.4,96.7
138,96.1,96.3,96.8
139,96.1,96.3,97.0
140,96.1,96.4,97.0
141,96.3,96.6,96.9
142,96.4,96.5,96.8
143,96.2,96.5,96.7
144,96.2,96.6,96.7
145,96.3,96.6,96.9
146,96.2,96.7,96.8
147,96.2,96.5,96.8
148,96.4,96.5,96.8
149,96.3,96.5,96.7
150,96.3,96.4,96.7
151,96.2,96.3,96.7
152,96.1,96.5,96.6
153,96.2,96.3,96.6
154,96.2,96.3,96.7
155,96.2,96.3,96.5
156,96.3,96.2,96.6
157,96.2,96.2,96.8
158,96.3,96.4,96.7
159,96.3,96.4,96.7
160,96.3,96.4,96.7
161,96.3,96.4,96.6
162,96.2,96.3,96.6
163,96.2,96.3,96.5
164,96.3,96.4,96.7
165,96.3,96.4,96.6
166,96.2,96.4,96.5
167,96.2,96.3,96.6
168,96.2,96.3,96.7
169,96.1,96.3,96.7
170,96.2,96.4,96.6
171,96.4,96.4,96.7
172,96.3,96.4,96.7
173,96.3,96.3,96.7
174,96.3,96.2,96.8
175,96.3,96.2,96.7
176,96.5,96.3,96.6
177,96.5,96.4,96.6
178,96.5,96.5,96.6
179,96.4,96.4,96.6
180,96.4,96.4,96.6
181,96.2,96.4,96.7
182,96.2,96.4,96.6
183,96.2,96.5,96.6
184,96.2,96.4,96.5
185,96.1,96.3,96.5
186,96.0,96.4,96.4
187,96.0,96.4,96.4
188,96.0,96.4,96.5
189,96.0,96.5,96.4
190,96.2,96.4,96.2
191,96.7,96.4,96.3
192,97.1,96.4,96.5
193,97.5,96.3,96.6
194,97.4,96.6,96.6
195,97.3,96.6,96.5
196,97.3,96.4,96.5
197,97.1,96.4,96.6
198,96.8,96.5,96.6
199,96.7,96.4,96.6
200,96.7,96.6,96.6
201,96.6,96.5,96.5
202,96.7,96.4,96.5
203,96.6,96.5,96.7
204,96.4,96.6,96.6
205,96.5,96.6,96.6
206,96.6,96.7,96.6
207,96.4,96.7,96.5
208,96.5,96.7,96.6
209,96.4,96.7,96.8
210,96.4,96.7,96.8
211,96.5,96.5,96.7
212,96.3,96.6,96.7
213,96.2,96.7,96.6
214,96.4,96.8,96.7
215,96.3,96.7,96.8
216,96.3,96.7,96.7
217,96.4,96.6,96.7
218,96.2,96.7,96.7
219,96.3,96.8,96.6
220,96.4,96.8,96.5
221,96.3,96.8,96.5
222,96.4,96.7,96.4
223,96.4,96.6,96.6
224,96.2,96.8,96.5
225,96.3,96.7,96.5
226,96.4,96.6,96.5
227,96.3,96.6,96.4
228,96.2,96.4,96.5
229,96.2,96.4,96.6
230,96.1,96.5,96.5
231,96.3,96.4,96.5
232,96.4,96.4,96.6
233,96.3,96.4,96.5
234,96.2,96.3,96.5
235,96.3,96.3,96.5
236,96.2,96.5,96.3
237,96.4,96.5,96.4
238,96.5,96.5,96.6
239,96.3,96.5,96.6
240,96.2,96.4,96.6
241,96.2,96.3,96.6
242,96.1,96.5,96.4
243,96.1,96.4,96.4
244,96.1,96.4,96.6
245,96.1,96.4,96.6
246,96.1,96.2,96.6
247,95.9,96.2,96.6
248,95.9,96.5,96.6
249,96.0,96.5,96.6
250,96.0,96.4,96.7
251,96.1,96.4,96.7
252,96.0,96.3,96.7
253,95.9,96.2,96.6
254,95.9,96.4,96.6
255,96.0,96.4,96.6
256,96.1,96.3,96.6
257,96.0,96.2,96.6
258,96.0,96.3,96.6
259,95.9,96.3,96.5
260,95.9,96.3,96.5
261,95.9,96.5,96.6
262,96.0,96.5,96.6
263,96.1,96.5,96.5
264,96.2,96.5,96.6
265,96.2,96.4,96.5
266,96.2,96.4,96.6
267,96.2,96.5,96.6
268,96.3,96.5,96.5
269,96.4,96.3,96.5
270,96.4,96.4,96.4
271,96.5,96.4,96.3
272,96.5,96.5,96.4
273,96.5,96.5,96.5
274,96.6,96.4,96.5
275,96.6,96.3,96.6
276,96.5,96.4,96.6
277,96.5,96.4,96.5
278,96.5,96.5,96.6
279,96.5,96.5,96.8
280,96.6,96.4,96.8
281,96.7,96.3,96.7
282,96.6,96.4,96.6
283,96.5,96.4,96.6
284,96.4,96.4,96.5
285,96.3,96.5,96.6
286,96.4,96.4,96.7
287,96.4,96.4,96.7
288,96.2,96.4,96.6
289,96.2,96.3,96.6
290,96.2,96.5,96.6
291,96.2,96.6,96.6
292,96.3,96.4,96.7
293,96.4,96.4,96.7
294,96.3,96.5,96.6
295,96.3,96.6,96.7
296,96.3,96.7,96.8
297,96.4,96.7,96.7
298,96.4,96.6,96.8
299,96.4,96.5,96.8
300,96.3,96.5,96.6
301,96.2,96.5,96.6
302,96.3,96.6,96.6
303,96.3,96.6,96.6
304,96.3,96.5,96.7
305,96.2,96.5,96.7
306,96.3,96.5,96.6
307,96.3,96.4,96.7
308,96.2,96.6,96.9
309,96.4,96.6,96.9
310,96.3,96.5,96.9
311,96.2,96.4,96.8
312,96.2,96.3,96.7
313,96.4,96.3,96.8
314,96.4,96.5,96.8
315,96.5,96.6,96.9
316,96.4,96.4,96.9
317,96.3,96.4,96.8
318,96.3,96.4,96.8
319,96.3,96.3,96.8
320,96.1,96.5,96.6
321,96.2,96.7,96.7
322,96.2,96.7,96.8
323,96.1,96.7,96.8
324,96.0,96.6,96.8
325,96.0,96.6,96.7
326,96.0,96.7,96.6
327,96.2,96.6,96.7
328,96.2,96.6,96.7
329,96.1,96.6,96.6
330,96.1,96.4,96.6
331,96.2,96.4,96.6
332,96.1,96.4,96.5
333,96.3,96.6,96.6
334,96.3,96.6,96.7
335,96.2,96.6,96.6
336,96.2,96.4,96.6
337,96.1,96.4,96.6
338,96.1,96.7,96.4
339,96.2,96.5,96.6
340,96.2,96.5,96.7
341,96.2,96.5,96.5
342,96.2,96.4,96.6
343,96.1,96.5,96.7
344,96.2,96.8,96.6
345,96.3,96.6,96.7
346,96.2,96.6,96.7
347,96.1,96.6,96.7
348,96.0,96.5,96.7
349,96.0,96.5,96.7
350,96.0,96.5,96.7
351,96.2,96.5,96.7
352,96.1,97.0,96.7
353,96.2,96.8,96.7
354,96.2,96.7,96.7
355,96.1,96.7,96.6
356,96.2,96.7,96.7
357,96.3,96.7,96.8
358,96.3,96.6,96.8
359,96.3,96.5,96.8
360,96.2,96.5,96.7
361,96.1,96.6,96.6
362,96.2,96.6,96.7
363,96.3,96.5,96.8
364,96.2,96.5,96.7
365,96.2,96.4,96.7
366,96.1,96.3,96.6
367,96.0,96.5,96.6
368,96.1,96.5,96.8
369,96.1,96.5,96.8
370,96.1,96.6,96.7
371,96.1,96.4,96.7
372,96.0,96.4,96.7
373,96.1,96.6,96.5
374,96.2,96.5,96.7
375,96.1,96.5,96.7
376,96.3,96.5,96.8
377,96.2,96.4,96.8
378,96.1,96.4,96.6
379,96.1,96.6,96.5
380,96.3,96.5,96.7
381,96.1,96.5,96.7
382,96.1,96.4,96.6
383,96.1,96.3,96.7
384,96.0,96.4,96.7
385,96.6,96.4,96.7
386,96.6,96.6,96.8
387,96.5,96.5,96.7
388,96.4,96.4,96.7
389,96.3,96.4,96.7
390,96.2,96.5,96.6
391,96.3,96.5,96.6
392,96.5,96.5,96.8
393,96.3,96.5,96.7
394,96.3,96.3,96.7
395,96.2,96.3,96.7
396,96.0,96.3,96.5
397,96.1,96.4,96.7
398,96.3,96.3,96.7
399,96.1,96.4,96.6
400,96.2,96.3,96.6
401,96.1,96.3,96.6
402,96.0,96.5,96.6
403,96.1,96.5,96.8
404,96.1,96.5,96.8
405,96.2,96.5,96.8
406,96.3,96.4,96.8
407,96.1,96.4,96.7
408,96.1,96.5,96.7
409,96.1,96.5,96.8
410,96.2,96.5,96.7
411,96.4,96.5,96.7
412,96.3,96.4,96.8
413,96.2,96.5,96.8
414,96.2,96.6,96.9
415,96.3,96.6,96.9
416,96.1,96.6,97.0
417,96.1,96.4,96.9
418,96.1,96.4,96.9
419,96.0,96.4,96.9
420,96.1,96.4,96.9
421,96.3,96.3,97.1
422,96.3,96.3,97.0
423,96.3,96.3,96.9
424,96.3,96.4,96.8
425,96.3,96.5,96.7
426,96.2,96.5,96.7
427,96.3,96.5,96.9
428,96.3,96.5,96.9
429,96.2,96.4,96.8
430,96.2,96.4,96.8
431,96.1,96.6,96.7
432,96.1,96.5,96.6
433,96.2,96.5,96.7
434,96.2,96.6,96.7
435,96.2,96.6,96.8
436,96.2,96.6,96.7
437,96.2,96.9,96.9
438,96.4,96.9,96.8
439,96.5,97.4,96.9
440,96.4,97.7,97.0
441,96.4,97.6,96.9
442,96.3,97.4,96.9
443,96.3,97.5,96.8
444,96.3,97.3,96.8
445,96.4,97.2,96.8
446,96.6,97.0,96.9
447,96.5,96.9,96.9
448,96.4,96.9,96.9
449,96.3,96.8,96.9
450,96.3,96.8,96.8
451,96.4,96.7,96.8
452,96.3,96.6,96.9
453,96.3,96.6,97.0
454,96.2,96.5,96.9
455,96.1,96.6,96.9
456,96.1,96.6,96.8
457,96.1,96.6,96.8
458,96.1,96.5,96.8
459,96.1,96.6,96.7
460,96.0,96.7,96.6
461,96.0,96.6,96.6
462,96.0,96.6,96.6
463,96.1,96.6,96.6
464,96.1,96.4,96.6
465,96.0,96.5,96.6
466,96.0,96.6,96.5
467,96.0,96.5,96.5
468,95.9,96.5,96.4
469,96.1,96.4,96.5
470,96.1,96.4,96.7
471,96.0,96.4,96.6
472,96.1,96.5,96.5
473,96.0,96.6,96.6
474,96.0,96.7,96.4
475,96.1,96.6,96.5
476,96.0,96.4,96.8
477,95.9,96.4,96.7
478,95.9,96.5,96.7
479,95.9,96.5,96.8
480,96.0,96.5,96.7
481,96.2,96.4,96.8
482,96.2,96.4,96.9
483,96.0,96.4,96.8
484,96.1,96.5,96.8
485,96.1,96.6,96.7
486,96.2,96.6,96.5
487,96.3,96.4,96.6
488,96.3,96.4,96.7
489,96.2,96.4,96.7
490,96.2,96.4,96.7
491,96.2,96.5,96.8
492,96.1,96.5,97.2
493,96.2,96.4,97.4
494,96.2,96.5,97.4
495,96.1,96.6,97.2
496,96.1,96.6,97.2
497,96.0,96.6,97.1
498,96.1,96.5,97.1
499,96.2,96.4,97.1
500,96.1,96.4,96.9
501,96.1,96.6,96.9
502,96.1,96.5,97.0
503,96.2,96.6,96.9
504,96.3,96.5,96.9
505,96.4,96.4,96.9
506,96.2,96.5,96.9
507,96.2,96.6,96.8
508,96.3,96.8,96.8
509,96.3,96.9,96.7
510,96.2,96.7,96.6
511,96.2,96.7,96.8
512,96.1,96.7,96.7
513,96.1,96.8,96.6
514,96.1,96.8,96.6
515,96.1,96.8,96.4
516,96.2,96.8,96.4
517,96.4,96.9,96.6
518,96.3,97.1,96.5
519,96.2,97.0,96.6
520,96.2,97.0,96.6
521,96.3,96.9,96.5
522,96.3,96.8,96.7
523,96.4,96.8,96.8
524,96.3,97.0,96.7
525,96.2,96.8,96.6
526,96.2,96.8,96.5
527,96.1,96.7,96.5
528,96.2,96.7,96.6
529,96.3,96.8,96.6
530,96.2,96.9,96.6
531,96.2,96.7,96.6
532,96.1,96.7,96.5
533,96.1,96.6,96.6
534,96.1,96.6,96.7
535,96.1,96.7,96.7
536,96.1,96.8,96.7
537,96.0,96.7,96.7
538,95.8,96.7,96.6
539,95.8,96.6,96.5
540,95.9,96.5,96.6
541,96.0,96.5,96.6
542,96.0,96.5,96.7
543,96.0,96.6,96.7
544,95.9,96.7,96.6
545,96.0,96.6,96.6
546,96.2,96.6,96.7
547,96.1,96.5,97.2
548,96.1,96.6,97.7
549,96.1,96.7,98.0
550,96.1,96.8,98.2
551,96.2,96.6,98.0
552,96.3,96.6,98.0
553,96.3,96.6,97.7
554,96.3,96.7,97.6
555,96.3,96.6,97.5
556,96.4,96.6,97.6
557,96.3,96.5,97.8
558,96.3,96.5,98.0
559,96.4,96.4,97.8
560,96.4,96.4,97.7
561,96.3,96.6,97.5
562,96.4,96.6,97.4
563,96.4,96.5,97.3
564,96.3,96.5,97.2
565,96.6,96.5,97.2
566,96.6,96.5,97.2
567,96.5,96.6,97.1
568,96.5,96.5,97.1
569,96.5,96.4,97.7
570,96.5,96.4,97.6
571,96.7,96.6,97.5
572,96.6,96.5,97.4
573,96.5,96.5,97.2
574,96.5,96.4,97.1
575,96.6,96.3,97.2
576,96.7,96.3,97.2
577,96.8,96.4,97.2
578,96.8,96.5,97.2
579,96.7,96.5,102.5
580,96.7,96.4,97.4
581,96.8,96.4,97.3
582,96.8,96.4,97.2
583,96.9,96.5,97.3
584,96.8,96.4,97.2
585,96.7,96.4,97.0
586,96.8,96.3,97.0
587,96.6,96.3,96.9
588,96.6,96.4,97.0
589,96.7,96.4,97.0
590,96.6,96.5,96.8
591,96.6,96.6,96.7
592,96.5,96.5,96.6
593,96.4,96.5,96.7
594,96.4,96.4,96.8
595,96.4,96.4,96.7
596,96.5,96.5,96.6
597,96.4,96.4,96.5
598,96.4,96.4,96.5
599,96.3,96.5,96.6
600,96.4,96.6,96.7
601,96.5,96.5,96.7
602,96.4,96.5,96.6
603,96.4,96.4,96.6
604,96.3,96.4,96.6
605,96.2,96.5,96.6
606,96.4,96.6,96.7
607,96.5,96.6,96.7
608,96.3,96.5,96.7
609,96.3,96.5,96.8
610,96.3,96.5,96.8
